Dept.,Course Code,Course Title,Section,Teacher,Exam Date,Exam Time,Room
BSCSE,CSE 2213,Discrete Mathematics,L,KBJ,"December 17, 2024",11:30 AM - 01:30 PM,723 (011193072-0112430345)                                                                                                                                                                                                                       801 (0112430346-0152430064)
BSCSE,CSE 2213,Discrete Mathematics,M,MiBa,"December 17, 2024",11:30 AM - 01:30 PM,802 (011222047-0112420089)                                                                                                                                                                                                                       803 (0112420382-0112430726)
BSCSE,CSE 2213,Discrete Mathematics,N,FdAR,"December 17, 2024",11:30 AM - 01:30 PM,804 (011213055-0112330667)                                                                                                                                                                                                                       805 (0112330803-0112430682)
BSCSE,CSE 2213,Discrete Mathematics,O,AKMMI,"December 17, 2024",11:30 AM - 01:30 PM,806 (011193147-0112430412)                                                                                                                                                                                                                       303 (0112430413-0112430745)
BSCSE,CSE 2213,Discrete Mathematics,P,RRK,"December 17, 2024",11:30 AM - 01:30 PM,304 (0112310172-0112430658)                                                                                                                                                                                                                       305 (0112430659-0112430713)
BSCSE,CSE 2213,Discrete Mathematics,Q,TaSa,"December 17, 2024",11:30 AM - 01:30 PM,306 (011221378-0112430687)                                                                                                                                                                                                                       307 (0112430688-0112430733)
BSCSE,CSE 2213/CSI 219,Discrete Mathematics,D,STT,"December 17, 2024",11:30 AM - 01:30 PM,308 (011162047-0112430108)                                                                                                                                                                                                                       309 (0112430110-0112430731)
BSCSE,CSE 469/PMG 4101,Project Management,A,AAJr,"December 17, 2024",11:30 AM - 01:30 PM,322 (011172130-011213011)                                                                                                                                                                                                                       323 (011213076-011222085)
BSCSE,CSE 469/PMG 4101,Project Management,B,AAJr,"December 17, 2024",11:30 AM - 01:30 PM,324 (011181303-011221126)
BSCSE,CSE 469/PMG 4101,Project Management,C,SA,"December 17, 2024",11:30 AM - 01:30 PM,325 (011131140-011211120)                                                                                                                                                                                                                       328 (011212012-011222315)
BSEEE,EEE 3403/EEE 423,Microprocessor and Interfacing,A,SMLK,"December 17, 2024",11:30 AM - 01:30 PM,407 (021181027-021221001)                                                                                                                                                                                                                       408 (021221003-021222042)
BSEEE,PHY 1103,Physics II,B,MAn,"December 17, 2024",11:30 AM - 01:30 PM,409 (021212011-0212410002)                                                                                                                                                                                                                       410 (0212410004-0212420022)
BSEEE,PHY 1103,Physics II,C,GMB,"December 17, 2024",11:30 AM - 01:30 PM,423 (021213043-0212430072)
BSCSE,BIO 3105,Biology for Engineers,A,RNr,"December 17, 2024",02:00 PM - 04:00 PM,425 (011193030-0112230881)                                                                                                                                                                                                                       428 (0112310016-0112331035)
BSCSE,BIO 3105,Biology for Engineers,B,BHR,"December 17, 2024",02:00 PM - 04:00 PM,429 (011183065-0112230415)                                                                                                                                                                                                                       431 (0112230442-0112410405)
BSCSE,BIO 3105,Biology for Engineers,C,RNr,"December 17, 2024",02:00 PM - 04:00 PM,432 (011201235-0112230443)                                                                                                                                                                                                                       601 (0112230840-0112430493)
BSCSE,BIO 3105,Biology for Engineers,D,BHR,"December 17, 2024",02:00 PM - 04:00 PM,602 (011191176-011221344)                                                                                                                                                                                                                       603 (011221387-0112330709)
BSCSE,BIO 3105,Biology for Engineers,E,HAA,"December 17, 2024",02:00 PM - 04:00 PM,604 (011183096-011222324)                                                                                                                                                                                                                       605 (011222345-0112330945)
BSDS,BIO 3105/BIO 3107,Biology/Biology for Engineers,BA,HAA,"December 17, 2024",02:00 PM - 04:00 PM,309 (011192048-0152330066)                                                                                                                                                                                                                       322 (0152330098-0152420020)
BSDS,BIO 3105/BIO 3107,Biology/Biology for Engineers,BB,HAA,"December 17, 2024",02:00 PM - 04:00 PM,323 (011213209-0112310601)                                                                                                                                                                                                                       324 (0112320024-0152410069)
BSCSE,BIO 3105/BIO 3107,Biology/Biology for Engineers,F,SMRI,"December 17, 2024",02:00 PM - 04:00 PM,603 (011201390-0112230389)                                                                                                                                                                                                                       604 (0112230535-0112410199)
BSCSE,CSE 1325,Digital Logic Design,A,RtAm,"December 17, 2024",02:00 PM - 04:00 PM,605 (0112230106-0112410230)                                                                                                                                                                                                                       630 (0112410237-0112420587)
BSCSE,CSE 1325,Digital Logic Design,B,MBAd,"December 17, 2024",02:00 PM - 04:00 PM,631 (011202078-0112330698)                                                                                                                                                                                                                       632 (0112330883-0112420585)
BSCSE,CSE 1325,Digital Logic Design,C,AsTn,"December 17, 2024",02:00 PM - 04:00 PM,701 (011221499-0112410223)                                                                                                                                                                                                                       702 (0112410285-0112420604)
BSCSE,CSE 1325,Digital Logic Design,D,AsTn,"December 17, 2024",02:00 PM - 04:00 PM,703 (0112230040-0112410116)                                                                                                                                                                                                                       706 (0112410132-0112420672)
BSCSE,CSE 1325,Digital Logic Design,E,STT,"December 17, 2024",02:00 PM - 04:00 PM,707 (011221420-0112410130)                                                                                                                                                                                                                       708 (0112410184-0112420518)
BSCSE,CSE 1325,Digital Logic Design,F,RtAm,"December 17, 2024",02:00 PM - 04:00 PM,711 (011201298-0112410146)                                                                                                                                                                                                                       722 (0112410152-0112420432)
BSCSE,CSE 1325,Digital Logic Design,G,RtAm,"December 17, 2024",02:00 PM - 04:00 PM,723 (011212062-0112410248)                                                                                                                                                                                                                       801 (0112410288-0112420680)
BSCSE,CSE 1325,Digital Logic Design,H,AsTn,"December 17, 2024",02:00 PM - 04:00 PM,802 (011202334-0112410180)                                                                                                                                                                                                                       803 (0112410188-0112420715)
BSCSE,CSE 1325,Digital Logic Design,I,MBAd,"December 17, 2024",02:00 PM - 04:00 PM,804 (011201341-0112330631)                                                                                                                                                                                                                       805 (0112330730-0112420639)
BSCSE,CSE 1325,Digital Logic Design,J,MahHsn,"December 17, 2024",02:00 PM - 04:00 PM,309 (011221212-0112410117)                                                                                                                                                                                                                       322 (0112410133-0112420610)
BSCSE,CSE 1325,Digital Logic Design,K,ShArn,"December 17, 2024",02:00 PM - 04:00 PM,303 (011221181-0112410129)                                                                                                                                                                                                                       304 (0112410139-0112420676)
BSCSE,CSE 1325,Digital Logic Design,L,STT,"December 17, 2024",02:00 PM - 04:00 PM,305 (011212166-0112331078)                                                                                                                                                                                                                       306 (0112410001-0112420689)
BSCSE,CSE 1325,Digital Logic Design,M,MdMH,"December 17, 2024",02:00 PM - 04:00 PM,307 (011222357-0112410163)                                                                                                                                                                                                                       308 (0112410168-0112420684)
BSEEE,EEE 2401,Structured Programming Language,A,MdHn,"December 17, 2024",02:00 PM - 04:00 PM,325 (021201080-0212310049)                                                                                                                                                                                                                       328 (0212310053-0212330036)
BSEEE,EEE 2401,Structured Programming Language,B,MdHn,"December 17, 2024",02:00 PM - 04:00 PM,329 (021191073-0212330108)
BSEEE,EEE 4217/EEE 477,Power System Protection,A,MFK,"December 17, 2024",02:00 PM - 04:00 PM,303 (021162038-021201098)                                                                                                                                                                                                                       304 (021201107-021221042)
BSCSE,CSE 2233,Theory of Computation,A,NSS,"December 18, 2024",09:00 AM - 11:00 AM,304 (011191059-0112310108)                                                                                                                                                                                                                       305 (0112310115-0112331082)
BSCSE,CSE 2233,Theory of Computation,C,MdMH,"December 18, 2024",09:00 AM - 11:00 AM,306 (011183060-0112310244)                                                                                                                                                                                                                       307 (0112310361-0112331064)
BSCSE,CSE 2233,Theory of Computation,D,AAU,"December 18, 2024",09:00 AM - 11:00 AM,308 (011193157-0112230890)                                                                                                                                                                                                                       309 (0112231070-0112420675)
BSCSE,CSE 2233,Theory of Computation,E,AAU,"December 18, 2024",09:00 AM - 11:00 AM,322 (011183096-0112230673)                                                                                                                                                                                                                       323 (0112230833-0112330770)
BSCSE,CSE 2233,Theory of Computation,F,FTU,"December 18, 2024",09:00 AM - 11:00 AM,324 (011201242-0112310238)                                                                                                                                                                                                                       325 (0112310248-0112331027)
BSCSE,CSE 2233,Theory of Computation,G,RHn,"December 18, 2024",09:00 AM - 11:00 AM,328 (011183014-0112230969)                                                                                                                                                                                                                       329 (0112230984-0112330883)
BSCSE,CSE 2233,Theory of Computation,I,AAU,"December 18, 2024",09:00 AM - 11:00 AM,330 (011211127-0112310478)                                                                                                                                                                                                                       401 (0112320004-0112430679)
BSCSE,CSE 2233/CSI 233,Theory of Computation/Theory of Computing,B,NSS,"December 18, 2024",09:00 AM - 11:00 AM,402 (011162109-0112310122)                                                                                                                                                                                                                       403 (0112310123-0112410099)
BSCSE,CSE 2233/CSI 233,Theory of Computation/Theory of Computing,H,MdMH,"December 18, 2024",09:00 AM - 11:00 AM,404 (011162015-0112230254)                                                                                                                                                                                                                       405 (0112230270-0112410546)
BSCSE,CSE 4165,Web Programming,A,NHn,"December 18, 2024",09:00 AM - 11:00 AM,530 (Computer Lab) (011183016-011213036)                                                                                                                                                                                                                       531 (Computer Lab) (011213067-0112230720)
BSCSE,CSE 4165,Web Programming,B,NHn,"December 18, 2024",09:00 AM - 11:00 AM,532 (Computer Lab) (011183078-011212132)                                                                                                                                                                                                                       626 (Computer Lab) (011213023-011222131)
BSCSE,CSE 4165,Web Programming,C,NHn,"December 18, 2024",09:00 AM - 11:00 AM,726 (Computer Lab) (011191159-011221163)                                                                                                                                                                                                                       727 (Computer Lab) (011221165-011222215)
BSCSE,CSE 4165,Web Programming,D,NHn,"December 18, 2024",09:00 AM - 11:00 AM,826 (Computer Lab) (011191027-011221085)                                                                                                                                                                                                                       827 (Computer Lab) (011221097-0112230947)
BSCSE,CSE 4165/CSE 465,Web Programming,E,MMAS,"December 18, 2024",09:00 AM - 11:00 AM,529 (Computer Lab) (011171008-011222265)
BSEEE,EEE 1003,Electrical Circuits II,A,HB,"December 18, 2024",09:00 AM - 11:00 AM,402 (021212006-0212410010)                                                                                                                                                                                                                       403 (0212410023-0212420068)
BSEEE,EEE 1003,Electrical Circuits II,C,BKM,"December 18, 2024",09:00 AM - 11:00 AM,404 (021191026-0212420029)                                                                                                                                                                                                                       405 (0212420030-0212420082)
BSEEE,EEE 303/EEE 3305,Engineering Electromagnetics,A,BKM,"December 18, 2024",09:00 AM - 11:00 AM,303 (021171078-021221012)                                                                                                                                                                                                                       304 (021221035-0212230109)
BSEEE,CHE 2101/CHEM 101,Chemistry,A,MASq,"December 18, 2024",11:30 AM - 01:30 PM,328 (021193017-0212330054)                                                                                                                                                                                                                       329 (0212330059-0212330162)
BSEEE,CHE 2101/CHEM 101,Chemistry,B,MASq,"December 18, 2024",11:30 AM - 01:30 PM,330 (021213034-0212310067)                                                                                                                                                                                                                       401 (0212320009-0212330155)
BSEEE,CHE 2101/CHEM 101,Chemistry,C,MASq,"December 18, 2024",11:30 AM - 01:30 PM,402 (021221071-0212330052)                                                                                                                                                                                                                       403 (0212330058-0212410042)
BSCSE,CSE 1111,Structured Programming Language,A,SiMa,"December 18, 2024",11:30 AM - 01:30 PM,304 (011221192-0112420205)                                                                                                                                                                                                                       305 (0112420209-0112420694)
BSCSE,CSE 1111,Structured Programming Language,B,KM,"December 18, 2024",11:30 AM - 01:30 PM,306 (011202170-0112420333)                                                                                                                                                                                                                       307 (0112420337-0112420722)
BSCSE,CSE 1111,Structured Programming Language,C,NtJT,"December 18, 2024",11:30 AM - 01:30 PM,308 (011213030-0112420189)                                                                                                                                                                                                                       309 (0112420190-0112420592)
BSCSE,CSE 1111,Structured Programming Language,D,NtJT,"December 18, 2024",11:30 AM - 01:30 PM,322 (011221593-0112420131)                                                                                                                                                                                                                       323 (0112420141-0112420728)
BSCSE,CSE 1111,Structured Programming Language,E,HS,"December 18, 2024",11:30 AM - 01:30 PM,324 (011193072-0112420223)                                                                                                                                                                                                                       325 (0112420235-0112420730)
BSCSE,CSE 1111,Structured Programming Language,F,SiMa,"December 18, 2024",11:30 AM - 01:30 PM,328 (011221330-0112420158)                                                                                                                                                                                                                       329 (0112420213-0112420729)
BSCSE,CSE 1111,Structured Programming Language,G,IRR,"December 18, 2024",11:30 AM - 01:30 PM,330 (011221472-0112420119)                                                                                                                                                                                                                       401 (0112420170-0112420725)
BSCSE,CSE 1111,Structured Programming Language,H,ATR,"December 18, 2024",11:30 AM - 01:30 PM,402 (011221280-0112420040)                                                                                                                                                                                                                       403 (0112420078-0112420712)
BSCSE,CSE 1111,Structured Programming Language,I,SAhSh,"December 18, 2024",11:30 AM - 01:30 PM,404 (011213054-0112420318)                                                                                                                                                                                                                       405 (0112420347-0112420706)
BSCSE,CSE 1111,Structured Programming Language,J,MShH,"December 18, 2024",11:30 AM - 01:30 PM,406 (011211085-0112420160)                                                                                                                                                                                                                       407 (0112420178-0112420687)
BSCSE,CSE 1111,Structured Programming Language,K,MdShA,"December 18, 2024",11:30 AM - 01:30 PM,408 (011202109-0112420084)                                                                                                                                                                                                                       409 (0112420107-0112420689)
BSCSE,CSE 1111,Structured Programming Language,L,ATR,"December 18, 2024",11:30 AM - 01:30 PM,410 (011201329-0112420234)                                                                                                                                                                                                                       423 (0112420238-0112420731)
BSCSE,CSE 1111,Structured Programming Language,M,MdShA,"December 18, 2024",11:30 AM - 01:30 PM,425 (011222338-0112420291)                                                                                                                                                                                                                       428 (0112420305-0112420693)
BSCSE,CSE 1111,Structured Programming Language,N,NtJT,"December 18, 2024",11:30 AM - 01:30 PM,429 (0112230220-0112420069)                                                                                                                                                                                                                       431 (0112420138-0112420681)
BSCSE,CSE 1111,Structured Programming Language,P,ATR,"December 18, 2024",11:30 AM - 01:30 PM,432 (011211122-0112420033)                                                                                                                                                                                                                       601 (0112420056-0112420720)
BSCSE,CSE 1111,Structured Programming Language,Q,KM,"December 18, 2024",11:30 AM - 01:30 PM,602 (011212145-0112420214)                                                                                                                                                                                                                       603 (0112420215-0112430365)
BSCSE,CSE 1111,Structured Programming Language,R,IRR,"December 18, 2024",11:30 AM - 01:30 PM,604 (011202100-0112420112)                                                                                                                                                                                                                       605 (0112420125-0112420733)
BSCSE,CSE 4435,Software Architecture,A,FTU,"December 18, 2024",11:30 AM - 01:30 PM,305 (011191030-011213173)
BSCSE,CSE 4435,Software Architecture,B,FTU,"December 18, 2024",11:30 AM - 01:30 PM,306 (011183017-011202106)                                                                                                                                                                                                                       307 (011202108-0112230721)
BSDS,DS 1501,Programming for Data Science,BA,KBJ,"December 18, 2024",11:30 AM - 01:30 PM,630 (0152320004-0152430005)                                                                                                                                                                                                                       631 (0152430006-0152430104)
BSDS,DS 1501,Programming for Data Science,BB,KBJ,"December 18, 2024",11:30 AM - 01:30 PM,701 (015222004-0152430050)                                                                                                                                                                                                                       702 (0152430051-0152430106)
BSDS,DS 1501,Programming for Data Science,BC,IAb,"December 18, 2024",11:30 AM - 01:30 PM,703 (0152310007-0152420018)                                                                                                                                                                                                                       706 (0152420019-0152430107)
BSEEE,EEE 307/EEE 3207,Power Electronics,A,IA,"December 18, 2024",11:30 AM - 01:30 PM,303 (021131142-021201019)                                                                                                                                                                                                                       304 (021201030-021221101)
BSCSE,CSE 323/CSE 3711,Computer Networks,B,AKMMI,"December 18, 2024",02:00 PM - 04:00 PM,304 (011172045-011221318)                                                                                                                                                                                                                       305 (011221412-0112230839)
BSCSE,CSE 323/CSE 3711,Computer Networks,C,ME,"December 18, 2024",02:00 PM - 04:00 PM,306 (011131140-011221511)                                                                                                                                                                                                                       307 (011221518-0112310426)
BSCSE,CSE 323/CSE 3711,Computer Networks,D,ASKP,"December 18, 2024",02:00 PM - 04:00 PM,308 (011181018-011213149)                                                                                                                                                                                                                       309 (011221044-0112310206)
BSCSE,CSE 323/CSE 3711,Computer Networks,E,ME,"December 18, 2024",02:00 PM - 04:00 PM,322 (011162093-011221161)                                                                                                                                                                                                                       323 (011221168-0112330900)
BSCSE,CSE 323/CSE 3711/EEE 4413,Computer Networks,A,ASKP,"December 18, 2024",02:00 PM - 04:00 PM,324 (011182141-011221344)                                                                                                                                                                                                                       325 (011221373-021183010)
BSCSE,CSE 3711,Computer Networks,F,ME,"December 18, 2024",02:00 PM - 04:00 PM,328 (011192011-011221551)                                                                                                                                                                                                                       329 (011221565-0112320024)
BSEEE,EEE 2105/EEE 223,Digital Electronics,A,IBC,"December 18, 2024",02:00 PM - 04:00 PM,309 (021181097-021222047)                                                                                                                                                                                                                       322 (021222052-0212310021)
BSEEE,EEE 2105/EEE 223,Digital Electronics,B,MdZA,"December 18, 2024",02:00 PM - 04:00 PM,323 (021171016-0212310076)
BSCSE,CSE 3411,System Analysis and Design,A,MNTA,"December 19, 2024",09:00 AM - 11:00 AM,324 (011192078-011221172)                                                                                                                                                                                                                       325 (011221276-0112310329)
BSCSE,CSE 3411,System Analysis and Design,B,SA,"December 19, 2024",09:00 AM - 11:00 AM,328 (011191112-011221224)                                                                                                                                                                                                                       329 (011221231-0112230887)
BSCSE,CSE 3411,System Analysis and Design,D,SA,"December 19, 2024",09:00 AM - 11:00 AM,330 (011191268-011221182)                                                                                                                                                                                                                       401 (011221217-0112310604)
BSCSE,CSE 3411/CSI 311,System Analysis and Design,C,FAH,"December 19, 2024",09:00 AM - 11:00 AM,323 (011182036-011222362)
BSCSE,CSE 3521,Database Management Systems,A,HAN,"December 19, 2024",09:00 AM - 11:00 AM,325 (011202144-0112230353)                                                                                                                                                                                                                       328 (0112230369-0112310481)
BSCSE,CSE 3521,Database Management Systems,C,FAH,"December 19, 2024",09:00 AM - 11:00 AM,329 (011193123-0112230509)                                                                                                                                                                                                                       330 (0112230513-0112310530)
BSCSE,CSE 3521,Database Management Systems,D,MoIsm,"December 19, 2024",09:00 AM - 11:00 AM,401 (011201121-0112230359)                                                                                                                                                                                                                       402 (0112230362-0112320180)
BSCSE,CSE 3521,Database Management Systems,E,MoIsm,"December 19, 2024",09:00 AM - 11:00 AM,403 (011193030-0112230023)                                                                                                                                                                                                                       404 (0112230025-0112410442)
BSCSE,CSE 3521,Database Management Systems,F,HAN,"December 19, 2024",09:00 AM - 11:00 AM,405 (011201242-0112230297)                                                                                                                                                                                                                       406 (0112230300-0112231053)
BSCSE,CSE 3521,Database Management Systems,G,KMRH,"December 19, 2024",09:00 AM - 11:00 AM,407 (011183014-0112230381)                                                                                                                                                                                                                       408 (0112230390-0112310567)
BSCSE,CSE 3521,Database Management Systems,H,HAN,"December 19, 2024",09:00 AM - 11:00 AM,409 (011191108-011221585)                                                                                                                                                                                                                       410 (0112230031-0112231047)
BSCSE,CSE 3521,Database Management Systems,I,KMRH,"December 19, 2024",09:00 AM - 11:00 AM,423 (011193139-0112230112)                                                                                                                                                                                                                       425 (0112230138-0112330794)
BSCSE,CSE 3521/CSI 221,Database Management Systems,B,MoI,"December 19, 2024",09:00 AM - 11:00 AM,322 (011162003-011222355)                                                                                                                                                                                                                       323 (0112230103-0112430679)
BSEEE,EEE 1001,Electrical Circuits I,A,MAf,"December 19, 2024",09:00 AM - 11:00 AM,601 (021201046-0212420069)                                                                                                                                                                                                                       602 (0212430062-0212430089)
BSEEE,EEE 1001,Electrical Circuits I,B,MRK,"December 19, 2024",09:00 AM - 11:00 AM,603 (021201064-0212430010)                                                                                                                                                                                                                       604 (0212430011-0212430090)
BSEEE,EEE 1001/EEE 101,Electrical Circuits I,C,MRK,"December 19, 2024",09:00 AM - 11:00 AM,303 (021131142-0212430037)                                                                                                                                                                                                                       304 (0212430038-0212430091)
BSDS,MATH 1153,Advanced Calculus,BA,MUn,"December 19, 2024",09:00 AM - 11:00 AM,429 (015221001-0152330088)                                                                                                                                                                                                                       431 (0152330093-0152330150)
BSDS,MATH 1153,Advanced Calculus,BB,MUn,"December 19, 2024",09:00 AM - 11:00 AM,432 (0152310001-0152410026)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,D,JFK,"December 19, 2024",09:00 AM - 11:00 AM,404 (011162120-0112330413)                                                                                                                                                                                                                       405 (0112330467-0112331098)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,K,MIA,"December 19, 2024",09:00 AM - 11:00 AM,406 (011153072-0112330036)                                                                                                                                                                                                                       407 (0112330048-0112331166)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,M,MdAIm,"December 19, 2024",09:00 AM - 11:00 AM,408 (011181014-0112330078)                                                                                                                                                                                                                       409 (0112330121-0112331126)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,N,SMYA,"December 19, 2024",09:00 AM - 11:00 AM,410 (011173058-0112330397)                                                                                                                                                                                                                       423 (0112330446-0112410165)
BSCSE,MATH 201/MATH 2201,Coordinate Geometry and Vector Analysis,R,MdAIm,"December 19, 2024",09:00 AM - 11:00 AM,425 (011123071-0112330167)                                                                                                                                                                                                                       428 (0112330178-0112331128)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,A,SMYA,"December 19, 2024",09:00 AM - 11:00 AM,308 (011192148-0112330333)                                                                                                                                                                                                                       309 (0112330382-0112330952)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,B,SiMu,"December 19, 2024",09:00 AM - 11:00 AM,431 (011201182-0112310049)                                                                                                                                                                                                                       432 (0112310121-0112331134)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,C,SMYA,"December 19, 2024",09:00 AM - 11:00 AM,601 (011201068-0112330184)                                                                                                                                                                                                                       602 (0112330185-0112410314)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,E,MIA,"December 19, 2024",09:00 AM - 11:00 AM,603 (011201102-0112320064)                                                                                                                                                                                                                       604 (0112320217-0112331074)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,F,SiMu,"December 19, 2024",09:00 AM - 11:00 AM,605 (011191244-0112330328)                                                                                                                                                                                                                       630 (0112330344-0112410282)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,G,NzHn,"December 19, 2024",09:00 AM - 11:00 AM,631 (011201053-0112330097)                                                                                                                                                                                                                       632 (0112330139-0112331039)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,I,SMYA,"December 19, 2024",09:00 AM - 11:00 AM,701 (011202290-0112330325)                                                                                                                                                                                                                       702 (0112330348-0112331167)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,L,MdAIm,"December 19, 2024",09:00 AM - 11:00 AM,703 (011183017-0112330531)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,O,SiMu,"December 19, 2024",09:00 AM - 11:00 AM,706 (011201437-0112330386)                                                                                                                                                                                                                       707 (0112330398-0112331148)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,P,MdAsn,"December 19, 2024",09:00 AM - 11:00 AM,708 (011192098-0112310439)                                                                                                                                                                                                                       711 (0112310566-0112331158)
BSCSE,MATH 2201,Coordinate Geometry and Vector Analysis,Q,JFK,"December 19, 2024",09:00 AM - 11:00 AM,722 (011213102-0112330440)                                                                                                                                                                                                                       723 (0112330456-0112331138)
BSCSE,CSE 2217,Data Structure and Algorithms II,A,TaMo,"December 19, 2024",11:30 AM - 01:30 PM,304 (011193030-0112230589)                                                                                                                                                                                                                       305 (0112230762-0112320151)
BSCSE,CSE 2217,Data Structure and Algorithms II,B,UR,"December 19, 2024",11:30 AM - 01:30 PM,306 (011192026-0112230402)                                                                                                                                                                                                                       307 (0112230535-0112320084)
BSCSE,CSE 2217,Data Structure and Algorithms II,D,UR,"December 19, 2024",11:30 AM - 01:30 PM,308 (011183099-0112310027)                                                                                                                                                                                                                       309 (0112310042-0112320086)
BSCSE,CSE 2217,Data Structure and Algorithms II,F,MdTH,"December 19, 2024",11:30 AM - 01:30 PM,322 (011191112-0112230550)                                                                                                                                                                                                                       323 (0112230587-0112310423)
BSCSE,CSE 2217,Data Structure and Algorithms II,G,MdTH,"December 19, 2024",11:30 AM - 01:30 PM,324 (011192034-0112230306)                                                                                                                                                                                                                       325 (0112230336-0112310558)
BSCSE,CSE 2217,Data Structure and Algorithms II,I,UR,"December 19, 2024",11:30 AM - 01:30 PM,328 (011201190-0112230502)                                                                                                                                                                                                                       329 (0112230599-0112320089)
BSCSE,CSE 2217/CSI 217/CSI 227,Algorithms/Data Structure/Data Structure and Algorithms II,H,MdSR,"December 19, 2024",11:30 AM - 01:30 PM,305 (011162018-0112310446)
BSCSE,CSE 2217/CSI 227,Algorithms/Data Structure and Algorithms II,C,TaHn,"December 19, 2024",11:30 AM - 01:30 PM,306 (011162109-011222080)                                                                                                                                                                                                                       307 (011222319-0112310574)
BSCSE,CSE 2217/CSI 227,Algorithms/Data Structure and Algorithms II,E,MdTH,"December 19, 2024",11:30 AM - 01:30 PM,308 (011161085-0112230746)                                                                                                                                                                                                                       309 (0112230912-0112310591)
