Dept.,Course Code,Course Title,Section,Teacher,Exam Date,Exam Time,Room
BSCSE,CSE 1115,Object Oriented Programming,AC,NZM,"October 22, 2024",02:00 PM - 04:00 PM,703 (011212019-0112330261)                                                                                                                                                                                                                       706 (0112330347-0112331069)
BSCSE,CSE 1115,Object Oriented Programming,B,MNK,"October 22, 2024",02:00 PM - 04:00 PM,707 (011221601-0112331048)
BSCSE,CSE 1115,Object Oriented Programming,D,DMF,"October 22, 2024",02:00 PM - 04:00 PM,708 (011193147-0112330163)                                                                                                                                                                                                                       711 (0112330234-0112331166)
BSCSE,CSE 1115,Object Oriented Programming,F,KAN,"October 22, 2024",02:00 PM - 04:00 PM,722 (011192153-0112330342)                                                                                                                                                                                                                       723 (0112330372-0112331130)
BSCSE,CSE 1115,Object Oriented Programming,H,UR,"October 22, 2024",02:00 PM - 04:00 PM,801 (011203072-0112330118)                                                                                                                                                                                                                       802 (0112330120-0112331114)
BSCSE,CSE 1115,Object Oriented Programming,I,CAG,"October 22, 2024",02:00 PM - 04:00 PM,803 (011213118-0112330324)                                                                                                                                                                                                                       804 (0112330329-0112331075)
BSCSE,CSE 1115,Object Oriented Programming,J,SaIs,"October 22, 2024",02:00 PM - 04:00 PM,805 (011211045-0112310368)                                                                                                                                                                                                                       806 (0112310431-0112331137)
BSCSE,CSE 1115,Object Oriented Programming,K,MTR,"October 22, 2024",02:00 PM - 04:00 PM,303 (011221479-0112331104)
BSCSE,CSE 1115,Object Oriented Programming,L,MSTR,"October 22, 2024",02:00 PM - 04:00 PM,304 (011203014-0112330093)                                                                                                                                                                                                                       305 (0112330354-0112331103)
BSCSE,CSE 1115,Object Oriented Programming,M,NSS,"October 22, 2024",02:00 PM - 04:00 PM,306 (011221024-0112331139)
BSCSE,CSE 1115,Object Oriented Programming,N,SSSk,"October 22, 2024",02:00 PM - 04:00 PM,307 (011222014-0112331158)
BSCSE,CSE 1115,Object Oriented Programming,O,DMF,"October 22, 2024",02:00 PM - 04:00 PM,308 (011222066-0112331157)
BSCSE,CSE 1115,Object Oriented Programming,P,DMF,"October 22, 2024",02:00 PM - 04:00 PM,309 (011201019-0112331006)
BSCSE,CSE 1115,Object Oriented Programming,Q,MSTR,"October 22, 2024",02:00 PM - 04:00 PM,409 (011203022-0112330174)                                                                                                                                                                                                                       410 (0112330210-0112331133)
BSCSE,CSE 1115,Object Oriented Programming,R,MdRIm,"October 22, 2024",02:00 PM - 04:00 PM,407 (011191035-0112310254)                                                                                                                                                                                                                       408 (0112310422-0112331108)
BSCSE,CSE 1115,Object Oriented Programming,S,NtJT,"October 22, 2024",02:00 PM - 04:00 PM,403 (011213188-0112330275)                                                                                                                                                                                                                       404 (0112330291-0112420675)
BSCSE,CSE 1115,Object Oriented Programming,T,MoI,"October 22, 2024",02:00 PM - 04:00 PM,322 (011213200-0112330669)
BSCSE,CSE 1115,Object Oriented Programming,U,MdRIm,"October 22, 2024",02:00 PM - 04:00 PM,323 (011201310-0112331074)
BSCSE,CSE 1115,Object Oriented Programming,V,AAJr,"October 22, 2024",02:00 PM - 04:00 PM,324 (011222018-0112331012)
BSCSE,CSE 1115/CSI 211,Object Oriented Programming/Object-Oriented Programming,A,IAb,"October 22, 2024",02:00 PM - 04:00 PM,423 (011163013-0112330204)                                                                                                                                                                                                                       425 (0112330212-0112331026)
BSCSE,CSE 1115/CSI 211,Object Oriented Programming/Object-Oriented Programming,C,MdRIm,"October 22, 2024",02:00 PM - 04:00 PM,405 (011182045-0112330209)                                                                                                                                                                                                                       406 (0112330246-0112331138)
BSCSE,CSE 1115/CSI 211,Object Oriented Programming/Object-Oriented Programming,E,MoI,"October 22, 2024",02:00 PM - 04:00 PM,401 (011213051-0112330104)                                                                                                                                                                                                                       402 (0112330162-0112331134)
BSCSE,CSE 1115/CSI 211,Object Oriented Programming/Object-Oriented Programming,G,KAN,"October 22, 2024",02:00 PM - 04:00 PM,329 (011181190-0112320098)                                                                                                                                                                                                                       330 (0112320175-0112331167)
BSCSE,CSE 3421,Software Engineering,C,SSSk,"October 22, 2024",02:00 PM - 04:00 PM,325 (011191108-011202224)                                                                                                                                                                                                                       328 (011202243-0112310573)
BSCSE,CSE 3421/CSI 321,Software Engineering,A,SSSk,"October 22, 2024",02:00 PM - 04:00 PM,303 (011181104-011211023)                                                                                                                                                                                                                       304 (011211034-011221200)
BSCSE,CSE 3421/CSI 321,Software Engineering,B,FTU,"October 22, 2024",02:00 PM - 04:00 PM,322 (011181075-011222085)
BSDS,DS 1115,Object Oriented Programming for Data Science,BA,MdARa,"October 22, 2024",02:00 PM - 04:00 PM,325 (0152310005-0152410068)
BSDS,DS 1115,Object Oriented Programming for Data Science,BB,FTU,"October 22, 2024",02:00 PM - 04:00 PM,324 (0152330022-0152410071)
BSEEE,ECO 2101/ECO 213,Economics,C,MSS,"October 22, 2024",02:00 PM - 04:00 PM,330 (021213012-0212310076)
BSEEE,ECO 2101/ECO 213,Economics,D,SCT,"October 22, 2024",02:00 PM - 04:00 PM,328 (021201026-0212230008)                                                                                                                                                                                                                       329 (0212230010-0212410008)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AA,FaAM,"October 23, 2024",09:00 AM - 11:00 AM,303 (0112230522-0112420022)                                                                                                                                                                                                                       305 (0112420023-0152410002)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AB,MD,"October 23, 2024",09:00 AM - 11:00 AM,306 (011221186-0112420050)                                                                                                                                                                                                                       307 (0112420080-0112420732)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AC,MD,"October 23, 2024",09:00 AM - 11:00 AM,308 (011213212-0112420066)                                                                                                                                                                                                                       309 (0112420069-0112420725)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AD,SaB,"October 23, 2024",09:00 AM - 11:00 AM,322 (0112420076-0112420499)                                                                                                                                                                                                                       323 (0112420500-0112420724)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AE,MD,"October 23, 2024",09:00 AM - 11:00 AM,324 (011221109-0112420132)                                                                                                                                                                                                                       325 (0112420153-0112420684)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AF,NaHu,"October 23, 2024",09:00 AM - 11:00 AM,328 (0112230671-0112420144)                                                                                                                                                                                                                       329 (0112420145-0112420721)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AG,MD,"October 23, 2024",09:00 AM - 11:00 AM,330 (0112230393-0112420174)                                                                                                                                                                                                                       401 (0112420175-0112420712)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AH,SaB,"October 23, 2024",09:00 AM - 11:00 AM,402 (011222307-0112420529)                                                                                                                                                                                                                       403 (0112420530-0112420730)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AI,NaSa,"October 23, 2024",09:00 AM - 11:00 AM,404 (011221440-0112420234)                                                                                                                                                                                                                       405 (0112420235-0112420733)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AJ,NaHu,"October 23, 2024",09:00 AM - 11:00 AM,406 (011221312-0112420252)                                                                                                                                                                                                                       407 (0112420253-0152410038)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AK,FaAM,"October 23, 2024",09:00 AM - 11:00 AM,408 (0112420073-0112420344)                                                                                                                                                                                                                       409 (0112420345-0112420720)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AL,TMT,"October 23, 2024",09:00 AM - 11:00 AM,410 (0112320024-0112420316)                                                                                                                                                                                                                       423 (0112420317-0112420396)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AM,NaSa,"October 23, 2024",09:00 AM - 11:00 AM,425 (0112410052-0112420372)                                                                                                                                                                                                                       428 (0112420373-0112420723)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AN,NaSa,"October 23, 2024",09:00 AM - 11:00 AM,429 (011222292-0112420422)                                                                                                                                                                                                                       431 (0112420423-0112420718)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AO,KhSA,"October 23, 2024",09:00 AM - 11:00 AM,432 (0112420102-0112420470)                                                                                                                                                                                                                       601 (0112420471-0112420722)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AP,FaAM,"October 23, 2024",09:00 AM - 11:00 AM,602 (0112420181-0112420578)                                                                                                                                                                                                                       603 (0112420579-0112420727)
BSCSE,BDS 1201,History of the Emergence of Bangladesh,AS,NaSa,"October 23, 2024",09:00 AM - 11:00 AM,604 (0112330271-0112420653)                                                                                                                                                                                                                       605 (0112420654-0112420728)
BSEEE,BDS 1201,History of the Emergence of Bangladesh,P,TaIm,"October 23, 2024",09:00 AM - 11:00 AM,630 (0212420002-0212420025)                                                                                                                                                                                                                       631 (0212420026-0212420082)
BSEEE,BDS 1201,History of the Emergence of Bangladesh,Q,TaIm,"October 23, 2024",09:00 AM - 11:00 AM,632 (0212410048-0212420048)                                                                                                                                                                                                                       701 (0212420049-0212420079)
BSCSE,ECO 213/ECO 4101,Economics,A,TaA,"October 23, 2024",09:00 AM - 11:00 AM,304 (011191027-011221412)                                                                                                                                                                                                                       305 (011221460-0152330056)
BSCSE,ECO 213/ECO 4101,Economics,B,TrAd,"October 23, 2024",09:00 AM - 11:00 AM,306 (011163060-011221547)                                                                                                                                                                                                                       307 (011221550-0152330103)
BSCSE,ECO 213/ECO 4101,Economics,C,TaA,"October 23, 2024",09:00 AM - 11:00 AM,308 (011181167-011222059)                                                                                                                                                                                                                       309 (011222082-0112331107)
BSEEE,EEE 311/EEE 3309,Digital Signal Processing,A,RM,"October 23, 2024",09:00 AM - 11:00 AM,303 (021182023-021213019)                                                                                                                                                                                                                       304 (021213038-021222030)
BSEEE,ACT 3101,Financial and Managerial Accounting,D,IJ,"October 23, 2024",11:30 AM - 01:30 PM,304 (021193011-021221086)                                                                                                                                                                                                                       305 (021221087-0212230081)
BSEEE,MAT 2107/MATH 187,"Complex Variables, Fourier and Laplace Transforms/Fourier & Laplace Transformations & Complex Variable",A,AM,"October 23, 2024",11:30 AM - 01:30 PM,305 (021161098-0212230087)                                                                                                                                                                                                                       306 (0212230092-0212320028)
BSEEE,MAT 2107/MATH 187,"Complex Variables, Fourier and Laplace Transforms/Fourier & Laplace Transformations & Complex Variable",B,AM,"October 23, 2024",11:30 AM - 01:30 PM,307 (021173038-0212330008)
BSCSE,MATH 1151,Fundamental Calculus,A,JAS,"October 23, 2024",11:30 AM - 01:30 PM,306 (011212106-0112410102)                                                                                                                                                                                                                       307 (0112410104-0112420623)
BSCSE,MATH 1151,Fundamental Calculus,B,TN,"October 23, 2024",11:30 AM - 01:30 PM,308 (011212087-0112330279)                                                                                                                                                                                                                       309 (0112331068-0112410547)
BSDS,MATH 1151,Fundamental Calculus,BA,LRS,"October 23, 2024",11:30 AM - 01:30 PM,322 (011212060-0152410007)                                                                                                                                                                                                                       323 (0152410008-0152410066)
BSDS,MATH 1151,Fundamental Calculus,BB,JFK,"October 23, 2024",11:30 AM - 01:30 PM,324 (011191109-0152330033)                                                                                                                                                                                                                       325 (0152330115-0152410068)
BSCSE,MATH 1151,Fundamental Calculus,C,MdAIm,"October 23, 2024",11:30 AM - 01:30 PM,328 (011221280-0112410075)                                                                                                                                                                                                                       329 (0112410095-0112410543)
BSCSE,MATH 1151,Fundamental Calculus,D,MUn,"October 23, 2024",11:30 AM - 01:30 PM,330 (011213117-0112410008)                                                                                                                                                                                                                       401 (0112410014-0112410462)
BSCSE,MATH 1151,Fundamental Calculus,E,MJU,"October 23, 2024",11:30 AM - 01:30 PM,402 (011202109-0112410056)                                                                                                                                                                                                                       403 (0112410059-0112410533)
BSCSE,MATH 1151,Fundamental Calculus,F,MdAsn,"October 23, 2024",11:30 AM - 01:30 PM,404 (011221157-0112410109)                                                                                                                                                                                                                       405 (0112410208-0112410540)
BSCSE,MATH 1151,Fundamental Calculus,G,MJU,"October 23, 2024",11:30 AM - 01:30 PM,406 (0112310091-0112410230)                                                                                                                                                                                                                       407 (0112410247-0112420332)
BSCSE,MATH 1151,Fundamental Calculus,H,JAS,"October 23, 2024",11:30 AM - 01:30 PM,408 (011221144-0112410123)                                                                                                                                                                                                                       409 (0112410169-0112410536)
BSCSE,MATH 1151,Fundamental Calculus,I,LRS,"October 23, 2024",11:30 AM - 01:30 PM,410 (011211085-0112330419)                                                                                                                                                                                                                       423 (0112330517-0112420492)
BSCSE,MATH 1151,Fundamental Calculus,J,SamAr,"October 23, 2024",11:30 AM - 01:30 PM,425 (011213188-0112320171)                                                                                                                                                                                                                       428 (0112320175-0112420596)
BSCSE,MATH 1151,Fundamental Calculus,K,MUn,"October 23, 2024",11:30 AM - 01:30 PM,429 (011221205-0112330955)                                                                                                                                                                                                                       431 (0112330998-0112410491)
BSCSE,MATH 1151,Fundamental Calculus,L,SiMu,"October 23, 2024",11:30 AM - 01:30 PM,432 (011222078-0112330329)                                                                                                                                                                                                                       601 (0112330343-0112410356)
BSCSE,MATH 1151,Fundamental Calculus,M,RaRa,"October 23, 2024",11:30 AM - 01:30 PM,602 (011213062-0112410183)                                                                                                                                                                                                                       603 (0112410189-0112410532)
BSCSE,MATH 1151,Fundamental Calculus,N,MoIm,"October 23, 2024",11:30 AM - 01:30 PM,604 (011222015-0112410128)                                                                                                                                                                                                                       605 (0112410129-0112410493)
BSCSE,MATH 1151,Fundamental Calculus,O,NzHn,"October 23, 2024",11:30 AM - 01:30 PM,630 (011212076-0112320208)                                                                                                                                                                                                                       631 (0112330356-0112410546)
BSCSE,MATH 1151,Fundamental Calculus,P,SiMu,"October 23, 2024",11:30 AM - 01:30 PM,303 (011191086-0112330749)                                                                                                                                                                                                                       304 (0112410043-0112420160)
BSCSE,MATH 1151,Fundamental Calculus,Q,NzHn,"October 23, 2024",11:30 AM - 01:30 PM,801 (011191001-0112330519)                                                                                                                                                                                                                       802 (0112330552-0152410051)
BSCSE,MATH 1151,Fundamental Calculus,R,ShIA,"October 23, 2024",11:30 AM - 01:30 PM,722 (011201409-0112330791)                                                                                                                                                                                                                       723 (0112330799-0152330159)
BSCSE,MATH 1151,Fundamental Calculus,S,MdAIm,"October 23, 2024",11:30 AM - 01:30 PM,708 (011201341-0112330537)                                                                                                                                                                                                                       711 (0112330583-0152410053)
BSCSE,MATH 1151,Fundamental Calculus,T,ShIA,"October 23, 2024",11:30 AM - 01:30 PM,706 (011213054-0112330476)                                                                                                                                                                                                                       707 (0112330553-0152330128)
BSCSE,MATH 1151,Fundamental Calculus,U,ShIA,"October 23, 2024",11:30 AM - 01:30 PM,702 (011213105-0112330523)                                                                                                                                                                                                                       703 (0112330526-0152410071)
BSCSE,MATH 1151,Fundamental Calculus,W,ShIA,"October 23, 2024",11:30 AM - 01:30 PM,632 (011202118-0112330352)                                                                                                                                                                                                                       701 (0112330480-0112420402)
BSCSE,CSE 113/EEE 2113,Electrical Circuits,A,NTR,"October 23, 2024",02:00 PM - 04:00 PM,723 (011183102-0112230937)                                                                                                                                                                                                                       801 (0112230991-0112320296)
BSCSE,CSE 113/EEE 2113,Electrical Circuits,B,MFRn,"October 23, 2024",02:00 PM - 04:00 PM,802 (011201401-0112230619)                                                                                                                                                                                                                       803 (0112310061-0112330020)
BSCSE,CSE 113/EEE 2113,Electrical Circuits,C,NoAA,"October 23, 2024",02:00 PM - 04:00 PM,804 (011182080-0112230999)                                                                                                                                                                                                                       805 (0112310011-0112320253)
BSCSE,CSE 113/EEE 2113,Electrical Circuits,D,FaHa,"October 23, 2024",02:00 PM - 04:00 PM,603 (011192133-0112231020)                                                                                                                                                                                                                       604 (0112231033-0112330679)
BSCSE,CSE 113/EEE 2113,Electrical Circuits,E,TY,"October 23, 2024",02:00 PM - 04:00 PM,431 (011182085-0112230909)                                                                                                                                                                                                                       432 (0112230911-0112331071)
BSCSE,CSE 123/EEE 2123,Electronics,A,AbHn,"October 23, 2024",02:00 PM - 04:00 PM,428 (011183014-0112230103)                                                                                                                                                                                                                       429 (0112230138-0112310481)
BSCSE,CSE 123/EEE 2123,Electronics,B,TY,"October 23, 2024",02:00 PM - 04:00 PM,423 (011162003-0112230312)                                                                                                                                                                                                                       425 (0112230343-0112310298)
BSCSE,CSE 123/EEE 2123,Electronics,C,MFRn,"October 23, 2024",02:00 PM - 04:00 PM,409 (011181060-0112230353)                                                                                                                                                                                                                       410 (0112230363-0112310209)
BSCSE,CSE 123/EEE 2123,Electronics,D,RMT,"October 23, 2024",02:00 PM - 04:00 PM,323 (011211030-0112230303)                                                                                                                                                                                                                       324 (0112230455-0112310575)
BSCSE,CSE 123/EEE 2123,Electronics,G,AbHn,"October 23, 2024",02:00 PM - 04:00 PM,325 (011162015-011221575)                                                                                                                                                                                                                       328 (011222314-0112231003)
BSCSE,CSE 315/CSE 3715,Data Communication,A,TBD,"October 23, 2024",02:00 PM - 04:00 PM,308 (011153072-011211105)                                                                                                                                                                                                                       309 (011211114-0112310288)
BSEEE,CSE 323/CSE 3711/EEE 4413,Computer Networks,A,ME,"October 23, 2024",02:00 PM - 04:00 PM,322 (011131140-021193003)                                                                                                                                                                                                                       323 (021193004-0212310077)
BSCSE,CSE 4181/CSE 481,Mobile Application Development,A,MdARa,"October 23, 2024",02:00 PM - 04:00 PM,324 (011162077-011221381)
BSCSE,CSE 4181/CSE 481,Mobile Application Development,B,KAN,"October 23, 2024",02:00 PM - 04:00 PM,325 (011192084-011213030)
BSCSE,CSE 4531,Computer Security,A,MMAS,"October 23, 2024",02:00 PM - 04:00 PM,328 (011183008-011201345)                                                                                                                                                                                                                       329 (011201348-0112310459)
BSCSE,CSE 4531,Computer Security,C,MHO,"October 23, 2024",02:00 PM - 04:00 PM,330 (011173031-011201181)                                                                                                                                                                                                                       401 (011201197-011211096)
BSEEE,EEE 211/EEE 2301,Signals and Linear System/Signals and Linear Systems,A,RM,"October 23, 2024",02:00 PM - 04:00 PM,402 (021171021-0212310033)
BSEEE,EEE 211/EEE 2301,Signals and Linear System/Signals and Linear Systems,B,RM,"October 23, 2024",02:00 PM - 04:00 PM,403 (021191010-021222042)                                                                                                                                                                                                                       404 (0212230006-0212310076)
BSCSE,EEE 2113,Electrical Circuits,G,NTR,"October 23, 2024",02:00 PM - 04:00 PM,303 (011201091-0112420675)
BSCSE,EEE 2113,Electrical Circuits,H,NTR,"October 23, 2024",02:00 PM - 04:00 PM,304 (011193039-0112230595)                                                                                                                                                                                                                       305 (0112230755-0112410407)
BSCSE,EEE 2113,Electrical Circuits,I,TaMo,"October 23, 2024",02:00 PM - 04:00 PM,306 (011211022-0112230850)                                                                                                                                                                                                                       307 (0112230926-0112320225)
BSCSE,EEE 2113,Electrical Circuits,J,FaHa,"October 23, 2024",02:00 PM - 04:00 PM,407 (011192011-0112230426)                                                                                                                                                                                                                       408 (0112230560-0112330740)
BSCSE,EEE 2113,Electrical Circuits,K,FaHa,"October 23, 2024",02:00 PM - 04:00 PM,405 (011212031-0112230443)                                                                                                                                                                                                                       406 (0112230447-0112320297)
BSCSE,EEE 2113,Electrical Circuits,L,NoAA,"October 23, 2024",02:00 PM - 04:00 PM,329 (011212061-0112310006)                                                                                                                                                                                                                       330 (0112310022-0112320283)
BSCSE,EEE 2123,Electronics,E,MFRn,"October 23, 2024",02:00 PM - 04:00 PM,601 (011191175-0112230031)                                                                                                                                                                                                                       602 (0112230048-0112310328)
BSCSE,EEE 2123,Electronics,F,MFRn,"October 23, 2024",02:00 PM - 04:00 PM,304 (011212082-011222141)                                                                                                                                                                                                                       305 (011222289-0112310317)
BSCSE,EEE 2123,Electronics,H,NoAA,"October 23, 2024",02:00 PM - 04:00 PM,306 (011211085-0112230359)                                                                                                                                                                                                                       307 (0112230362-0112310466)
BSCSE,EEE 2123,Electronics,I,RMT,"October 23, 2024",02:00 PM - 04:00 PM,308 (011193122-011221520)                                                                                                                                                                                                                       309 (011221521-0112310224)
BSCSE,EEE 2123,Electronics,J,AbHn,"October 23, 2024",02:00 PM - 04:00 PM,322 (011183048-0112310115)
BSCSE,EEE 2123,Electronics,K,RMT,"October 23, 2024",02:00 PM - 04:00 PM,403 (011213197-0112230529)                                                                                                                                                                                                                       404 (0112230531-0112310254)
BSEEE,PHY 1101,Physics I,A,MAn,"October 23, 2024",02:00 PM - 04:00 PM,405 (021213043-0212420082)
BSEEE,PHY 1101,Physics I,B,MAn,"October 23, 2024",02:00 PM - 04:00 PM,406 (021212006-0212330167)                                                                                                                                                                                                                       407 (0212410003-0212420038)
BSCSE,CSE 1112,Structured Programming Language Laboratory,A,SiMa,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 2 (0227) (0112230416-0112410410)
BSCSE,CSE 1112,Structured Programming Language Laboratory,B,TBD,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 3 (0327) (011213104-0112410514)
BSCSE,CSE 1112,Structured Programming Language Laboratory,C,SAhSh,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 4 (0427) (0112230443-0112410492)
BSCSE,CSE 1112,Structured Programming Language Laboratory,D,SAhSh,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 5 (0523) (0112230008-0112420102)
BSCSE,CSE 1112,Structured Programming Language Laboratory,E,TaSa,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 6 (0524) (011201341-0112410530)
BSCSE,CSE 1112,Structured Programming Language Laboratory,F,ATR,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 7 (0522) (0112310242-0112410529)
BSCSE,CSE 1112,Structured Programming Language Laboratory,G,ABF,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 8 (0528) (011202118-0112410525)
BSCSE,CSE 1112,Structured Programming Language Laboratory,H,MTR,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 9 (0529) (0112231041-0112410507)
BSCSE,CSE 1112,Structured Programming Language Laboratory,I,SYH,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 10 (0530) (011201472-0112410544)
BSCSE,CSE 1112,Structured Programming Language Laboratory,J,MeHn,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 11 (0531) (0112310419-0112410471)
BSCSE,CSE 1112,Structured Programming Language Laboratory,K,SiMa,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 12 (0532) (011213031-0112410520)
BSCSE,CSE 1112,Structured Programming Language Laboratory,L,KBJ,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 13 (0326) (011213118-0112410547)
BSCSE,CSE 1112,Structured Programming Language Laboratory,M,RSU,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 14 (0426) (0112320297-0112410543)
BSCSE,CSE 1112,Structured Programming Language Laboratory,N,SYH,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 15 (0626) (011221569-0112410534)
BSCSE,CSE 1112,Structured Programming Language Laboratory,P,TaSa,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 19 (0727) (011193012-0112410549)
BSCSE,CSE 1112,Structured Programming Language Laboratory,Q,MdTH,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 20 (0424) (011221378-0112410493)
BSCSE,CSE 1112,Structured Programming Language Laboratory,R,AHAF,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 21 (0422) (011221255-0112410542)
BSCSE,CSE 1112,Structured Programming Language Laboratory,S,SiMa,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 22 (0926) (0112230722-0112410491)
BSCSE,CSE 1112,Structured Programming Language Laboratory,T,MoI,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 26 (0927) (011202100-0112410528)
BSCSE,CSE 1112,Structured Programming Language Laboratory,V,RSU,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 24 (0826) (011222127-0112410546)
BSCSE,CSE 1112,Structured Programming Language Laboratory,X,SuIm,"October 24, 2024",09:00 AM - 11:00 AM,Computer Lab 25 (0827) (011221107-0112410284)
BSCSE,CSE 4891,Data Mining,B,HAN,"October 24, 2024",09:00 AM - 11:00 AM,632 (011191101-011222063)
BSCSE,CSE 4891/CSE 491,Data Mining,A,HAN,"October 24, 2024",09:00 AM - 11:00 AM,701 (011162015-011222315)
BSCSE,PSY 101/PSY 2101,Psychology,A,MRM,"October 24, 2024",09:00 AM - 11:00 AM,303 (011163072-0112230467)                                                                                                                                                                                                                       304 (0112230647-0152410038)
BSCSE,CSE 2215,Data Structure and Algorithms I,E,RaR,"October 24, 2024",11:30 AM - 01:30 PM,304 (011213117-0112230602)                                                                                                                                                                                                                       305 (0112230628-0112320269)
BSCSE,CSE 2215,Data Structure and Algorithms I,F,FdAR,"October 24, 2024",11:30 AM - 01:30 PM,306 (011202038-0112230857)                                                                                                                                                                                                                       307 (0112230862-0112420315)
BSCSE,CSE 2215,Data Structure and Algorithms I,G,ATR,"October 24, 2024",11:30 AM - 01:30 PM,308 (011202110-0112310027)                                                                                                                                                                                                                       309 (0112310038-0112320040)
BSCSE,CSE 2215,Data Structure and Algorithms I,H,MiBa,"October 24, 2024",11:30 AM - 01:30 PM,322 (011221546-0112310369)
BSCSE,CSE 2215,Data Structure and Algorithms I,I,RRK,"October 24, 2024",11:30 AM - 01:30 PM,323 (011201137-0112230802)                                                                                                                                                                                                                       324 (0112230876-0112320284)
BSCSE,CSE 2215,Data Structure and Algorithms I,K,NtJT,"October 24, 2024",11:30 AM - 01:30 PM,325 (011191109-0112310337)
BSCSE,CSE 2215,Data Structure and Algorithms I,L,MdShA,"October 24, 2024",11:30 AM - 01:30 PM,328 (011201091-0112230826)                                                                                                                                                                                                                       329 (0112230832-0112320276)
BSCSE,CSE 2215,Data Structure and Algorithms I,M,RHn,"October 24, 2024",11:30 AM - 01:30 PM,330 (011191001-0112320089)
BSCSE,CSE 2215/CSI 217,Data Structure/Data Structure and Algorithms I,A,MiBa,"October 24, 2024",11:30 AM - 01:30 PM,401 (011193039-0112230673)                                                                                                                                                                                                                       402 (0112230841-0112320199)
BSCSE,CSE 2215/CSI 217,Data Structure/Data Structure and Algorithms I,B,NtJT,"October 24, 2024",11:30 AM - 01:30 PM,403 (011181177-0112310019)                                                                                                                                                                                                                       404 (0112310093-0112320151)
BSCSE,CSE 2215/CSI 217,Data Structure/Data Structure and Algorithms I,C,RRK,"October 24, 2024",11:30 AM - 01:30 PM,309 (011182045-0112310576)
BSCSE,CSE 2215/CSI 217,Data Structure/Data Structure and Algorithms I,D,RRK,"October 24, 2024",11:30 AM - 01:30 PM,322 (011162018-0112310589)
BSCSE,CSE 4945,UI: Concepts and Design,A,IAb,"October 24, 2024",11:30 AM - 01:30 PM,304 (011183104-011201111)                                                                                                                                                                                                                       305 (011201123-011203030)
BSCSE,CSE 4945,UI: Concepts and Design,B,MMAS,"October 24, 2024",11:30 AM - 01:30 PM,306 (011191106-011201330)                                                                                                                                                                                                                       307 (011201454-011213207)
BSDS,DS 1502,Programming for Data Science Laboratory,BA,MMAS,"October 24, 2024",11:30 AM - 01:30 PM,303 (015222004-0152410069)
BSCSE,CSE 4495/CSE 495,"Software Testing and Quality Assurance/Software Testing, Verification and Quality Assurance",A,MoI,"October 24, 2024",02:00 PM - 04:00 PM,323 (011183006-011201287)                                                                                                                                                                                                                       324 (011201300-011203011)
BSCSE,CSE 483/CSE 4883,Digital Image Processing,A,RaR,"October 24, 2024",02:00 PM - 04:00 PM,325 (011171318-011203034)                                                                                                                                                                                                                       328 (011203041-011221485)
BSCSE,CSE 4883,Digital Image Processing,C,HAN,"October 24, 2024",02:00 PM - 04:00 PM,303 (011183062-0112231001)
BSCSE,PHY 105/PHY 2105,Physics,F,MASn,"October 24, 2024",02:00 PM - 04:00 PM,605 (011182080-0112310297)                                                                                                                                                                                                                       630 (0112310300-0112410152)
BSCSE,PHY 105/PHY 2105,Physics,J,NBZ,"October 24, 2024",02:00 PM - 04:00 PM,603 (011182081-0112310443)                                                                                                                                                                                                                       604 (0112310484-0112410536)
